Gene	Chr	Start	End	SNP	Pvalue	FINEMAP	SMR	Network	Overlap
ANKS3	16	4746513	4784379	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
C16orf71	16	4784273	4799397	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
RBFOX1	16	6069095	7763340	rs79478621	2.407e-08	FALSE	FALSE	FALSE	FALSE
GRIN2A	16	9852376	10276611	rs9674103	9.587e-12	TRUE	FALSE	FALSE	FALSE
BOLA2	16	29464914	29466285	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
SLX1B	16	29465822	29469540	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
SULT1A4	16	29467127	29476300	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
ZG16	16	29789561	29793096	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
KIF22	16	29802040	29816706	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
MAZ	16	29817427	29823649	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
PRRT2	16	29823177	29827201	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
PAGR1	16	29827832	29831438	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
MVP	16	29831715	29859355	rs9925915	4.85e-16	FALSE	FALSE	TRUE	FALSE
CDIPT	16	29869678	29875057	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
SEZ6L2	16	29882480	29910868	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
ASPHD1	16	29911696	29931185	rs9925915	4.85e-16	FALSE	TRUE	FALSE	FALSE
KCTD13	16	29916333	29938356	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
TMEM219	16	29952206	29984373	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
TAOK2	16	29984962	30003582	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
HIRIP3	16	30003645	30007757	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
INO80E	16	30006615	30017114	rs9925915	4.85e-16	FALSE	TRUE	FALSE	FALSE
DOC2A	16	30016830	30034591	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
C16orf92	16	30034655	30039057	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
FAM57B	16	30035748	30064299	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
ALDOA	16	30064411	30081778	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
PPP4C	16	30087299	30096698	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
TBX6	16	30097114	30103208	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
YPEL3	16	30103635	30108236	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
GDPD3	16	30116131	30125177	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
MAPK3	16	30125426	30134827	rs9925915	4.85e-16	FALSE	TRUE	FALSE	FALSE
CORO1A	16	30194148	30200397	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
BOLA2B	16	30204255	30205627	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
SLX1A	16	30205208	30208882	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
SULT1A3	16	30205754	30215631	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
CD2BP2	16	30362087	30366682	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
TBC1D10B	16	30368423	30381585	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
MYLPF	16	30382255	30389312	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
ZNF48	16	30389427	30411429	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
SEPT1	16	30389454	30407312	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
ZNF771	16	30418618	30440920	rs9925915	4.85e-16	FALSE	FALSE	FALSE	FALSE
NDRG4	16	58496750	58547532	rs244908	3.013e-08	FALSE	FALSE	TRUE	FALSE
SETD6	16	58549383	58554431	rs244908	3.013e-08	FALSE	TRUE	FALSE	FALSE
CNOT1	16	58553855	58663790	rs244908	3.013e-08	FALSE	FALSE	FALSE	FALSE
SLC38A7	16	58699013	58719008	rs244908	3.013e-08	FALSE	FALSE	FALSE	FALSE
GOT2	16	58741035	58768261	rs244908	3.013e-08	FALSE	FALSE	FALSE	FALSE
LRRC36	16	67360701	67419106	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
TPPP3	16	67423712	67427438	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
ZDHHC1	16	67428322	67450736	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
HSD11B2	16	67464555	67471456	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
ATP6V0D1	16	67471917	67515140	rs11862968	2.796e-09	FALSE	FALSE	TRUE	FALSE
AGRP	16	67516474	67517716	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
CTCF	16	67596310	67673086	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
ACD	16	67691415	67694713	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
PARD6A	16	67694849	67696681	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
ENKD1	16	67696848	67701168	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
C16orf86	16	67700719	67702661	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
GFOD2	16	67708434	67753324	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
RANBP10	16	67757005	67840555	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
TSNAXIP1	16	67840668	67866051	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
CENPT	16	67862060	67881714	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
THAP11	16	67876213	67878097	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
NUTF2	16	67880635	67906470	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
EDC4	16	67906926	67918406	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
NRN1L	16	67918708	67922758	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
PSKH1	16	67927175	67963581	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
CTRL	16	67961543	67966317	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
PSMB10	16	67968405	67970990	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
LCAT	16	67973653	67978034	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
SLC12A4	16	67977377	68003504	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
DPEP3	16	68009566	68014732	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
DPEP2	16	68021297	68034489	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
DUS2	16	68021649	68113223	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
DDX28	16	68055179	68057770	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
NFATC3	16	68118654	68263162	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
ESRP2	16	68263014	68272005	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
PLA2G15	16	68279207	68294961	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
SLC7A6	16	68298433	68335722	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
SLC7A6OS	16	68318406	68344849	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
PRMT7	16	68344877	68392466	rs11862968	2.796e-09	FALSE	FALSE	FALSE	FALSE
SMPD3	16	68392231	68482591	rs11862968	2.796e-09	FALSE	FALSE	TRUE	FALSE
CDH13	16	82660408	83830204	rs11647188	1.648e-08	FALSE	FALSE	FALSE	FALSE
ANKRD11	16	89334038	89556969	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
SPG7	16	89557325	89624176	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
RPL13	16	89627065	89630950	rs11076631	2.903e-10	FALSE	FALSE	TRUE	FALSE
CPNE7	16	89642176	89663654	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
DPEP1	16	89679716	89704839	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
CHMP1A	16	89710839	89724253	rs11076631	2.903e-10	FALSE	FALSE	TRUE	FALSE
SPATA33	16	89724210	89737680	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
CDK10	16	89747145	89762772	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
SPATA2L	16	89762751	89768113	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
VPS9D1	16	89773542	89787394	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
ZNF276	16	89786808	89807311	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
FANCA	16	89803957	89883065	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
SPIRE2	16	89884587	89937727	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
TCF25	16	89940000	89977792	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
MC1R	16	89978527	89987385	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
TUBB3	16	89987800	90005169	rs11076631	2.903e-10	FALSE	FALSE	TRUE	FALSE
DEF8	16	90014333	90034468	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
CENPBD1	16	90036206	90038942	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
DBNDD1	16	90071273	90086536	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
GAS8	16	90086037	90111383	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
PRDM7	16	90122974	90158480	rs11076631	2.903e-10	FALSE	FALSE	FALSE	FALSE
BHLHA9	17	1173853	1174754	rs75329315	3.258e-10	FALSE	FALSE	FALSE	FALSE
TUSC5	17	1182957	1204281	rs75329315	3.258e-10	FALSE	FALSE	FALSE	FALSE
YWHAE	17	1247566	1303672	rs75329315	3.258e-10	FALSE	FALSE	TRUE	FALSE
CRK	17	1323983	1366456	rs75329315	3.258e-10	FALSE	FALSE	FALSE	FALSE
MYO1C	17	1367392	1396106	rs75329315	3.258e-10	FALSE	FALSE	TRUE	FALSE
INPP5K	17	1397865	1420182	rs75329315	3.258e-10	FALSE	FALSE	FALSE	FALSE
PITPNA	17	1421012	1466110	rs75329315	3.258e-10	FALSE	FALSE	FALSE	FALSE
DPH1	17	1933404	1946724	rs12943566	4.306e-11	FALSE	FALSE	FALSE	FALSE
OVCA2	17	1945327	1946724	rs12943566	4.306e-11	FALSE	FALSE	FALSE	FALSE
HIC1	17	1957448	1962981	rs12943566	4.306e-11	FALSE	FALSE	FALSE	FALSE
SMG6	17	1963133	2207065	rs12943566	4.306e-11	FALSE	FALSE	FALSE	FALSE
SRR	17	2206677	2228554	rs12943566	4.306e-11	FALSE	FALSE	FALSE	FALSE
TSR1	17	2225797	2240801	rs12943566	4.306e-11	FALSE	FALSE	FALSE	FALSE
SGSM2	17	2240792	2284352	rs12943566	4.306e-11	FALSE	FALSE	FALSE	FALSE
ZFP3	17	4981543	4999669	rs2189336	4.516e-08	FALSE	FALSE	FALSE	FALSE
ZNF232	17	5008836	5026411	rs2189336	4.516e-08	FALSE	FALSE	FALSE	FALSE
USP6	17	5019733	5078329	rs2189336	4.516e-08	FALSE	FALSE	FALSE	FALSE
ZNF594	17	5082831	5095178	rs2189336	4.516e-08	FALSE	FALSE	FALSE	FALSE
SCIMP	17	5112256	5138155	rs2189336	4.516e-08	FALSE	FALSE	FALSE	FALSE
RABEP1	17	5185558	5289129	rs2189336	4.516e-08	FALSE	FALSE	FALSE	FALSE
NUP88	17	5264258	5323480	rs2189336	4.516e-08	FALSE	FALSE	TRUE	FALSE
RPAIN	17	5322961	5336196	rs2189336	4.516e-08	FALSE	FALSE	FALSE	FALSE
C1QBP	17	5336097	5352150	rs2189336	4.516e-08	FALSE	FALSE	TRUE	FALSE
DHX33	17	5344232	5372380	rs2189336	4.516e-08	FALSE	FALSE	FALSE	FALSE
DERL2	17	5374571	5390131	rs2189336	4.516e-08	FALSE	FALSE	FALSE	FALSE
MIS12	17	5389605	5394134	rs2189336	4.516e-08	FALSE	FALSE	FALSE	FALSE
NLRP1	17	5402747	5522744	rs2189336	4.516e-08	FALSE	FALSE	FALSE	FALSE
SLC5A10	17	18853658	18925908	rs959071	3.145e-12	FALSE	FALSE	FALSE	FALSE
FAM83G	17	18872102	18908117	rs959071	3.145e-12	FALSE	FALSE	FALSE	FALSE
GRAP	17	18923986	18950950	rs959071	3.145e-12	FALSE	FALSE	FALSE	FALSE
GRAPL	17	19030782	19062489	rs959071	3.145e-12	FALSE	FALSE	FALSE	FALSE
EPN2	17	19118928	19240028	rs959071	3.145e-12	TRUE	FALSE	TRUE	TRUE
B9D1	17	19240867	19281495	rs959071	3.145e-12	FALSE	FALSE	FALSE	FALSE
MAPK7	17	19281034	19286857	rs959071	3.145e-12	FALSE	FALSE	FALSE	FALSE
MFAP4	17	19286755	19290553	rs959071	3.145e-12	FALSE	FALSE	FALSE	FALSE
RNF112	17	19314438	19320589	rs959071	3.145e-12	FALSE	FALSE	FALSE	FALSE
SLC47A1	17	19398698	19482347	rs959071	3.145e-12	FALSE	FALSE	FALSE	FALSE
SLC47A2	17	19581601	19622292	rs3909258	3.101e-08	FALSE	FALSE	FALSE	FALSE
ALDH3A1	17	19641297	19652256	rs3909258	3.101e-08	FALSE	FALSE	FALSE	FALSE
ULK2	17	19674142	19771249	rs3909258	3.101e-08	FALSE	FALSE	FALSE	FALSE
AKAP10	17	19807615	19881656	rs3909258	3.101e-08	FALSE	FALSE	FALSE	FALSE
SPECC1	17	19912657	20222339	rs3909258	3.101e-08	FALSE	FALSE	FALSE	FALSE
LGALS9B	17	20352708	20370852	rs3909258	3.101e-08	FALSE	FALSE	FALSE	FALSE
TBC1D3B	17	34493061	34503996	rs11263770	1.094e-08	FALSE	FALSE	FALSE	FALSE
ZNHIT3	17	34842473	34855154	rs11263770	1.094e-08	FALSE	FALSE	FALSE	FALSE
MYO19	17	34851477	34899284	rs11263770	1.094e-08	FALSE	TRUE	FALSE	FALSE
PIGW	17	34890847	34895159	rs11263770	1.094e-08	FALSE	FALSE	FALSE	FALSE
GGNBP2	17	34900737	34946278	rs11263770	1.094e-08	FALSE	FALSE	FALSE	FALSE
DHRS11	17	34948228	34957235	rs11263770	1.094e-08	FALSE	FALSE	FALSE	FALSE
MRM1	17	34958001	34965407	rs11263770	1.094e-08	FALSE	FALSE	FALSE	FALSE
TBC1D3F	17	36283971	36294915	rs11263770	1.094e-08	FALSE	FALSE	FALSE	FALSE
ARHGAP27	17	43471275	43511787	rs2696466	2.717e-11	FALSE	FALSE	FALSE	FALSE
PLEKHM1	17	43513266	43568115	rs2696466	2.717e-11	FALSE	FALSE	FALSE	FALSE
CRHR1	17	43699267	43913194	rs2696466	2.717e-11	FALSE	TRUE	FALSE	FALSE
SPPL2C	17	43922256	43924438	rs2696466	2.717e-11	FALSE	FALSE	FALSE	FALSE
MAPT	17	43971748	44105700	rs2696466	2.717e-11	FALSE	TRUE	FALSE	FALSE
STH	17	44076616	44077060	rs2696466	2.717e-11	FALSE	FALSE	FALSE	FALSE
KANSL1	17	44107282	44302733	rs2696466	2.717e-11	FALSE	TRUE	FALSE	FALSE
ARL17B	17	44352150	44439130	rs2696466	2.717e-11	FALSE	FALSE	FALSE	FALSE
LRRC37A	17	44370099	44415160	rs2696466	2.717e-11	FALSE	FALSE	FALSE	FALSE
LRRC37A2	17	44588877	44633016	rs2696466	2.717e-11	FALSE	FALSE	FALSE	FALSE
ARL17A	17	44594068	44657088	rs2696466	2.717e-11	FALSE	FALSE	FALSE	FALSE
NSF	17	44668035	44834830	rs2696466	2.717e-11	FALSE	FALSE	FALSE	FALSE
WNT3	17	44839872	44910520	rs2696466	2.717e-11	FALSE	FALSE	FALSE	FALSE
WNT9B	17	44910567	44964096	rs2696466	2.717e-11	FALSE	FALSE	FALSE	FALSE
MSI2	17	55333212	55762046	rs4793888	1.195e-10	TRUE	FALSE	TRUE	TRUE
CCDC182	17	55821842	55822673	rs4793888	1.195e-10	FALSE	FALSE	FALSE	FALSE
TANC2	17	61086917	61505060	rs6504163	4.981e-10	FALSE	FALSE	TRUE	FALSE
CYB561	17	61509665	61523739	rs6504163	4.981e-10	FALSE	FALSE	FALSE	FALSE
ACE	17	61562184	61599209	rs6504163	4.981e-10	FALSE	TRUE	FALSE	FALSE
KCNH6	17	61600695	61626338	rs6504163	4.981e-10	FALSE	FALSE	FALSE	FALSE
DCAF7	17	61627822	61671639	rs6504163	4.981e-10	FALSE	FALSE	TRUE	FALSE
ENDOV	17	78388965	78411886	rs7225476	4.927e-08	FALSE	FALSE	FALSE	FALSE
NPTX1	17	78440948	78451643	rs7225476	4.927e-08	FALSE	FALSE	FALSE	FALSE
RPTOR	17	78518619	78940171	rs7225476	4.927e-08	FALSE	FALSE	FALSE	FALSE
DCC	18	49866542	51057784	rs8084351	2.06e-09	TRUE	FALSE	FALSE	FALSE
CTDP1	18	77439801	77514510	rs55858161	4.743e-16	FALSE	FALSE	FALSE	FALSE
KCNG2	18	77623668	77660184	rs55858161	4.743e-16	FALSE	FALSE	FALSE	FALSE
PQLC1	18	77662420	77711664	rs55858161	4.743e-16	FALSE	FALSE	FALSE	FALSE
HSBP1L1	18	77724561	77730822	rs55858161	4.743e-16	FALSE	FALSE	FALSE	FALSE
TXNL4A	18	77732867	77793949	rs55858161	4.743e-16	FALSE	FALSE	FALSE	FALSE
RBFA	18	77794358	77806397	rs55858161	4.743e-16	FALSE	FALSE	TRUE	FALSE
ADNP2	18	77866915	77905406	rs55858161	4.743e-16	FALSE	FALSE	FALSE	FALSE
PARD6G	18	77915115	78005429	rs55858161	4.743e-16	FALSE	FALSE	FALSE	FALSE
MOB3A	19	2071037	2096672	rs144821294	1.235e-08	FALSE	FALSE	FALSE	FALSE
IZUMO4	19	2096380	2099592	rs144821294	1.235e-08	FALSE	FALSE	FALSE	FALSE
AP3D1	19	2100988	2164464	rs144821294	1.235e-08	FALSE	FALSE	FALSE	FALSE
DOT1L	19	2164148	2232577	rs144821294	1.235e-08	FALSE	FALSE	FALSE	FALSE
PLEKHJ1	19	2230002	2237703	rs144821294	1.235e-08	FALSE	FALSE	FALSE	FALSE
SF3A2	19	2236520	2248678	rs144821294	1.235e-08	FALSE	FALSE	TRUE	FALSE
AMH	19	2249308	2252072	rs144821294	1.235e-08	FALSE	FALSE	FALSE	FALSE
JSRP1	19	2252251	2269758	rs144821294	1.235e-08	FALSE	FALSE	FALSE	FALSE
OAZ1	19	2269485	2273487	rs144821294	1.235e-08	FALSE	FALSE	FALSE	FALSE
C19orf35	19	2274631	2282181	rs144821294	1.235e-08	FALSE	FALSE	FALSE	FALSE
LINGO3	19	2289774	2308156	rs144821294	1.235e-08	FALSE	FALSE	FALSE	FALSE
KANK2	19	11274943	11308467	rs322124	5.298e-09	FALSE	FALSE	FALSE	FALSE
DOCK6	19	11309971	11373157	rs322124	5.298e-09	FALSE	FALSE	TRUE	FALSE
TSPAN16	19	11406824	11437672	rs322124	5.298e-09	FALSE	FALSE	FALSE	FALSE
RAB3D	19	11432722	11456946	rs322124	5.298e-09	FALSE	FALSE	FALSE	FALSE
TMEM205	19	11453452	11457194	rs322124	5.298e-09	FALSE	FALSE	FALSE	FALSE
CCDC159	19	11455360	11465620	rs322124	5.298e-09	FALSE	FALSE	FALSE	FALSE
ECSIT	19	11616731	11639989	rs72986630	5.531e-10	FALSE	FALSE	FALSE	FALSE
CNN1	19	11649532	11661138	rs72986630	5.531e-10	FALSE	FALSE	FALSE	FALSE
ELOF1	19	11661962	11670051	rs72986630	5.531e-10	FALSE	FALSE	FALSE	FALSE
ZNF627	19	11670189	11729950	rs72986630	5.531e-10	FALSE	FALSE	FALSE	FALSE
ACP5	19	11685475	11689823	rs72986630	5.531e-10	FALSE	FALSE	FALSE	FALSE
ZNF823	19	11832080	11849824	rs72986630	5.531e-10	TRUE	TRUE	FALSE	FALSE
ZNF441	19	11877815	11894893	rs72986630	5.531e-10	FALSE	FALSE	FALSE	FALSE
ZNF491	19	11908482	11920437	rs72986630	5.531e-10	FALSE	FALSE	FALSE	FALSE
ZNF440	19	11925099	11946016	rs72986630	5.531e-10	FALSE	FALSE	FALSE	FALSE
ZNF439	19	11959541	11994565	rs72986630	5.531e-10	FALSE	FALSE	FALSE	FALSE
MEF2B	19	19256377	19303400	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
RFXANK	19	19303008	19312678	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
NR2C2AP	19	19312225	19314233	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
NCAN	19	19322782	19363042	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
HAPLN4	19	19366450	19373605	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
TM6SF2	19	19375173	19384200	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
SUGP1	19	19386827	19431653	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
MAU2	19	19431490	19469563	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
GATAD2A	19	19496635	19619740	rs8101499	7.738e-16	FALSE	TRUE	FALSE	FALSE
TSSK6	19	19623227	19626838	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
NDUFA13	19	19626545	19644285	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
YJEFN3	19	19627036	19648390	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
CILP2	19	19649057	19657468	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
PBX4	19	19672522	19729725	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
LPAR2	19	19734477	19739739	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
GMIP	19	19740285	19754476	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
ATP13A1	19	19756007	19774502	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
ZNF101	19	19779605	19794318	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
ZNF14	19	19821280	19843906	rs8101499	7.738e-16	FALSE	FALSE	FALSE	FALSE
LRFN3	19	36426260	36436669	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
SDHAF1	19	36486090	36487220	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
SYNE4	19	36494209	36499695	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
ALKBH6	19	36500022	36505141	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
CLIP3	19	36505562	36524245	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
THAP8	19	36525887	36545664	rs3810450	4.25e-09	TRUE	FALSE	FALSE	FALSE
WDR62	19	36545783	36596008	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
OVOL3	19	36602104	36604613	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
POLR2I	19	36604612	36606248	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
TBCB	19	36605191	36616849	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
CAPNS1	19	36630477	36641255	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
COX7A1	19	36641824	36643771	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
ZNF565	19	36673188	36737159	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
ZNF146	19	36705504	36729676	rs3810450	4.25e-09	FALSE	FALSE	FALSE	FALSE
FCGRT	19	50010073	50029590	rs7251	1.528e-14	FALSE	FALSE	FALSE	FALSE
RCN3	19	50030875	50050219	rs7251	1.528e-14	FALSE	FALSE	FALSE	FALSE
NOSIP	19	50058968	50093519	rs7251	1.528e-14	FALSE	FALSE	FALSE	FALSE
PRRG2	19	50083903	50094272	rs7251	1.528e-14	FALSE	FALSE	FALSE	FALSE
PRR12	19	50094900	50129696	rs7251	1.528e-14	FALSE	FALSE	FALSE	FALSE
RRAS	19	50138549	50143458	rs7251	1.528e-14	FALSE	FALSE	FALSE	FALSE
SCAF1	19	50145382	50161899	rs7251	1.528e-14	FALSE	FALSE	FALSE	FALSE
IRF3	19	50162826	50169132	rs7251	1.528e-14	TRUE	FALSE	FALSE	FALSE
BCL2L12	19	50168823	50177173	rs7251	1.528e-14	TRUE	FALSE	FALSE	FALSE
PRMT1	19	50179043	50192286	rs7251	1.528e-14	FALSE	FALSE	TRUE	FALSE
ADM5	19	50191921	50193832	rs7251	1.528e-14	FALSE	FALSE	FALSE	FALSE
CPT1C	19	50194155	50216988	rs7251	1.528e-14	FALSE	FALSE	FALSE	FALSE
TSKS	19	50243010	50266587	rs7251	1.528e-14	FALSE	FALSE	FALSE	FALSE
POLD1	19	50887461	50921273	rs2387414	3.781e-10	FALSE	FALSE	FALSE	FALSE
SPIB	19	50922195	50934570	rs2387414	3.781e-10	FALSE	FALSE	FALSE	FALSE
MYBPC2	19	50936160	50969578	rs2387414	3.781e-10	FALSE	FALSE	FALSE	FALSE
FAM71E1	19	50970042	50980010	rs2387414	3.781e-10	FALSE	FALSE	FALSE	FALSE
EMC10	19	50979657	50986608	rs2387414	3.781e-10	FALSE	FALSE	FALSE	FALSE
JOSD2	19	51009255	51014610	rs2387414	3.781e-10	FALSE	FALSE	FALSE	FALSE
ASPDH	19	51014857	51017947	rs2387414	3.781e-10	FALSE	FALSE	FALSE	FALSE
LRRC4B	19	51020149	51071302	rs2387414	3.781e-10	TRUE	FALSE	FALSE	FALSE
ZNF71	19	57106632	57137849	rs758749	5.447e-09	FALSE	FALSE	FALSE	FALSE
SMIM17	19	57154513	57167134	rs758749	5.447e-09	FALSE	FALSE	FALSE	FALSE
ZNF835	19	57174020	57183151	rs758749	5.447e-09	TRUE	FALSE	FALSE	FALSE
CAD	2	27440258	27466811	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
SLC30A3	2	27476552	27498685	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
DNAJC5G	2	27498289	27504367	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
TRIM54	2	27505260	27530307	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
UCN	2	27530268	27531313	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
MPV17	2	27532360	27548547	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
GTF3C2	2	27548716	27579868	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
EIF2B4	2	27587219	27593353	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
SNX17	2	27593389	27599995	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
ZNF513	2	27600098	27603657	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
PPM1G	2	27604061	27632554	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
NRBP1	2	27650657	27665126	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
KRTCAP3	2	27665233	27669348	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
IFT172	2	27667238	27712656	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
FNDC4	2	27714750	27718112	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
