Bait	Interactor	IP	TimePoint	Labeling	Bait_logFC	Bait_FDR	Int_logFC	Int_FDR
HCN1	CACNA2D1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.54975	0.009007121481
HCN1	REPS1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.54375	0.008713604565
HCN1	HNRNPM	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.51625	0.008584112336
HCN1	TPM3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.57425	0.008409000043
HCN1	KCTD7	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.54425	0.008341829858
HCN1	SPTBN2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.53225	0.008260451802
HCN1	NEFL	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.57575	0.008246713331
HCN1	EPHA5	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.54775	0.008237702442
HCN1	RPL3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.74175	0.007661413108
HCN1	MPG	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.69975	0.007126580046
HCN1	PPP1R9B	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.56775	0.006864988516
HCN1	ACTR2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.57075	0.006732778461
HCN1	ZC2HC1A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.62725	0.00650449886
HCN1	DST	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.57725	0.00640156516
HCN1	PCDHB2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.59425	0.00640156516
HCN1	ARPC1A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.60375	0.00605519817
HCN1	TMOD3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.61075	0.005890418004
HCN1	RPL36	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.61375	0.005800311
HCN1	TMOD1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.63675	0.005660812201
HCN1	DOCK7	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.60175	0.005660812201
HCN1	ADD3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.61925	0.005620007201
HCN1	DYNLL1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.60725	0.005193043245
HCN1	KIF21B	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.70725	0.00511321863
HCN1	RPL19	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.66325	0.005045932866
HCN1	TANC2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.67125	0.005045932866
HCN1	RPLP1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.61325	0.005042536307
HCN1	TNIK	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.65175	0.005007309771
HCN1	SRCIN1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.64375	0.004994691791
HCN1	CHMP5	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.63825	0.004800981151
HCN1	ANK2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.63275	0.004583254248
HCN1	SVIL	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.64625	0.004583254248
HCN1	NEFM	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.64075	0.004570354159
HCN1	MYO1C	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.67575	0.004415963383
HCN1	PRKAR1A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.65275	0.004240022216
HCN1	TMEM132A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.67375	0.004151038677
HCN1	TPM1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.65675	0.004016850101
HCN1	PHB	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.66325	0.00397103285
HCN1	MIA3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.71975	0.003883766378
HCN1	RAI14	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.66825	0.003860084166
HCN1	SH3BGRL2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.68825	0.003860084166
HCN1	VIM	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.70575	0.003769121169
HCN1	PPP1CC	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.75775	0.003769121169
HCN1	ARPC4	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.71325	0.003769121169
HCN1	ACTR3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.67425	0.003769121169
HCN1	CEP170	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.71825	0.003769121169
HCN1	MAPK8IP3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.68125	0.003710133059
HCN1	INA	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.69225	0.003707112841
HCN1	CORO1C	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.80275	0.003707112841
HCN1	TMCC3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.83725	0.003627496701
HCN1	MYO18A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.70125	0.003431540676
HCN1	APP	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.70675	0.003299213617
HCN1	LACTB	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.71725	0.003285501568
HCN1	FRYL	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.72775	0.003083610219
HCN1	RPL18	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.75025	0.003026592545
HCN1	CHD9	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.76625	0.003026592545
HCN1	RPLP0	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.74975	0.003026592545
HCN1	ITM2C	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.73925	0.003008614329
HCN1	PLCB4	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.74775	0.002994523156
HCN1	RPL7A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.80075	0.002946026648
HCN1	FLII	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.77875	0.0029134059
HCN1	MOAP1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.76575	0.0029134059
HCN1	EFHD2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.75775	0.002894267247
HCN1	RPL10A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.75175	0.002880668604
HCN1	CHMP2A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.91875	0.002880668604
HCN1	RPL14	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.91225	0.002856891755
HCN1	USP27X	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.76275	0.002827866728
HCN1	KIDINS220	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.80025	0.002761786131
HCN1	PHB2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.82025	0.00270239383
HCN1	CTTN	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.81825	0.002687590091
HCN1	SPTBN1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.78425	0.002640405902
HCN1	ABAT	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.78125	0.002632796571
HCN1	ALDH18A1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.78375	0.002621870425
HCN1	ARPC2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.82075	0.002621870425
HCN1	RPL6	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.80775	0.002602023757
HCN1	SPTAN1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.80425	0.00258146677
HCN1	SYT11	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.85825	0.00258146677
HCN1	FSD1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.83725	0.00258146677
HCN1	JAKMIP3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.82825	0.002538725575
HCN1	MPRIP	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.79875	0.002538725575
HCN1	ACTR1A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.82375	0.00246040558
HCN1	AGAP1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.81175	0.00246040558
HCN1	RPL35A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.01025	0.002439706924
HCN1	RPL27	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.96225	0.002439706924
HCN1	SNPH	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.92375	0.002398553688
HCN1	C1QBP	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.82825	0.002398553688
HCN1	CORO2A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.84425	0.002305576527
HCN1	POTEKP	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.30325	0.002305576527
HCN1	PCDHGB6	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.91475	0.002305576527
HCN1	RPL4	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.95925	0.00222731688
HCN1	CHMP4B	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.87725	0.002201560879
HCN1	CAPZA1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.87225	0.002194695115
HCN1	PRPH	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.86575	0.002160684758
HCN1	KHDRBS3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.02925	0.002136865874
HCN1	CHRNA3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.88325	0.00211053607
HCN1	GTF2I	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.87375	0.00211053607
HCN1	APLP2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.87525	0.00211053607
HCN1	LRRFIP2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.92825	0.00211053607
HCN1	MYL6B	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.99475	0.002008258979
HCN1	HCN3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.89675	0.002008258979
HCN1	NSG2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.94825	0.002008258979
HCN1	RPL7	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.91875	0.001987176431
HCN1	PPP1R12A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.15775	0.001987176431
HCN1	ARPC3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.97225	0.001987176431
HCN1	RPL18A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.91525	0.001987176431
HCN1	MTUS2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.90825	0.001987176431
HCN1	TFG	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.92075	0.001987176431
HCN1	TMOD2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.91125	0.001987176431
HCN1	P2RX3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.96325	0.001821194424
HCN1	NTRK2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.94475	0.001771207582
HCN1	FRY	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.95325	0.001737990173
HCN1	CENPV	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.97325	0.00163210148
HCN1	HCN4	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.02125	0.001570804827
HCN1	POTEF	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.36825	0.001570061015
HCN1	POTEJ	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.38075	0.001570061015
HCN1	HLA-C	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.12725	0.001570061015
HCN1	CLIP1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.06275	0.001570061015
HCN1	MYH9	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.07975	0.001570061015
HCN1	ADD1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.01475	0.001570061015
HCN1	ADD2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.01675	0.001570061015
HCN1	NSG1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	0.99575	0.001570061015
HCN1	PTPRS	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.03475	0.001570061015
HCN1	CAMK2D	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.05925	0.001570061015
HCN1	PCM1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.08025	0.001570061015
HCN1	DBN1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.04875	0.001570061015
HCN1	MYO1B	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.04375	0.001570061015
HCN1	PEX5L	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.08575	0.001570061015
HCN1	DYNLL2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.28075	0.001570061015
HCN1	JAKMIP1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.04925	0.001570061015
HCN1	OSBPL6	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.00325	0.001570061015
HCN1	CHMP1A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.30675	0.001570061015
HCN1	PRKRA	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.05775	0.001570061015
HCN1	TMCC1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.05225	0.001570061015
HCN1	SEC31A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.07825	0.001570061015
HCN1	RPL15	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.11025	0.0015123305
HCN1	CALM1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.11725	0.0015123305
HCN1	CAMK2B	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.12825	0.0015123305
HCN1	CAMK2G	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.13375	0.0015123305
HCN1	CAPZB	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.13775	0.0015123305
HCN1	CHMP1B	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.12525	0.0015123305
HCN1	CLASP1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.13325	0.0015123305
HCN1	JAKMIP2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.12325	0.0015123305
HCN1	HIP1R	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.11275	0.0015123305
HCN1	RASAL2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.15825	0.0015123305
HCN1	CLIP2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.17425	0.001508742566
HCN1	PYGB	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.32275	0.001479358373
HCN1	MYL12A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.41525	0.001479358373
HCN1	MYH10	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.22575	0.001479358373
HCN1	RPL13A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.59225	0.001479358373
HCN1	MYL6	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.43325	0.001479358373
HCN1	ACTB	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.36175	0.001479358373
HCN1	ACTG1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.38275	0.001479358373
HCN1	ACTA1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.72825	0.001479358373
HCN1	ACTBL2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.73925	0.001479358373
HCN1	SOGA3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.38925	0.001479358373
HCN1	CLIP4	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.39325	0.001479358373
HCN1	AGAP3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.33075	0.001479358373
HCN1	YME1L1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.44875	0.001479358373
HCN1	CLASP2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.37525	0.001479358373
HCN1	PLCB1	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.31375	0.001479358373
HCN1	HCN2	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.28925	0.001479358373
HCN1	MYO5B	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.46475	0.001479358373
HCN1	CORO2B	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.33575	0.001479358373
HCN1	CHMP3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.21625	0.001479358373
HCN1	MYO5A	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.20075	0.001479358373
HCN1	CDC42BPB	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.48025	0.001479358373
HCN1	C3	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	1.19475	0.001479358373
HCN1	C1QC	HCN1_wk4	wk4	iTRAQ	1.23125	0.001479358373	2.34475	0.001479358373
HCN1	MACF1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1255	0.09992428543
HCN1	RAB4B	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.127	0.09769156029
HCN1	KPNB1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1295	0.09618950637
HCN1	EEF1A1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.133	0.09594400463
HCN1	RAB6B	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.139	0.09296502265
HCN1	VAMP2	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.129	0.09296502265
HCN1	AP3B2	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1445	0.07956626841
HCN1	TMCC3	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.138	0.0782463547
HCN1	GNAI1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1425	0.07791367217
HCN1	CBARP	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1365	0.07705584926
HCN1	RAB5C	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1395	0.07200429429
HCN1	PCLO	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.15	0.06519304936
HCN1	ATP6V0D1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.145	0.06258455996
HCN1	RAB6A	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.154	0.06075716301
HCN1	RAB8B	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.15	0.05722846192
HCN1	PRKACA	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.151	0.05451406766
HCN1	ARF4	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1515	0.05369354947
HCN1	CELSR3	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1595	0.05345799313
HCN1	TMEFF1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1545	0.05345799313
HCN1	ABCA1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.168	0.05172081674
HCN1	XRCC5	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.173	0.04953941641
HCN1	GNB1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.156	0.04801487103
HCN1	TENM3	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1945	0.04728195035
HCN1	SEC16A	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1625	0.04585872246
HCN1	RIMS2	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.164	0.04572893021
HCN1	KCTD8	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.163	0.04255475301
HCN1	GNAI2	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.183	0.04221152081
HCN1	ARF1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.162	0.0420578419
HCN1	NPM1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.171	0.04141354935
HCN1	MAPK8	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1635	0.0401911061
HCN1	MAPRE3	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.166	0.03767144575
HCN1	TJP1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.17	0.03618406173
HCN1	STX1A	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1715	0.03612328308
HCN1	STAU2	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1735	0.03468211029
HCN1	VPS4A	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1745	0.0330097301
HCN1	SLC17A6	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.188	0.03243155522
HCN1	EHD3	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.173	0.03173660342
HCN1	TSG101	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.19	0.03124432438
HCN1	BTBD10	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1755	0.03059164249
HCN1	RAB35	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.176	0.03051357524
HCN1	CLTB	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1825	0.0297896017
HCN1	RAB4A	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.177	0.0295781313
HCN1	IQSEC2	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.2375	0.02868722146
HCN1	RPS12	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1785	0.02842532275
HCN1	WDR1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.184	0.02779250806
HCN1	RANBP6	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1965	0.02682300838
HCN1	GNAS	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1935	0.0247302262
HCN1	PTGES3	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.188	0.02311620667
HCN1	OCIAD1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1885	0.02209055595
HCN1	CACNB1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.201	0.02124525101
HCN1	GNAO1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1935	0.02029353534
HCN1	FMR1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1955	0.01990144784
HCN1	ATP6V0A1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.196	0.01883239227
HCN1	PPIA	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1955	0.01823822223
HCN1	SEPT11	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.197	0.01804766665
HCN1	SEPT6	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.197	0.01804766665
HCN1	NPDC1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.1975	0.01745837152
HCN1	GNAZ	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.2015	0.0161131427
HCN1	COPS4	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.202	0.01583371906
HCN1	TRAPPC5	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.205	0.01564731551
HCN1	RAB5A	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.2105	0.01564690734
HCN1	RAB10	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.208	0.0155402477
HCN1	PGAM5	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.2075	0.01542618341
HCN1	RAB18	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.207	0.01511396898
HCN1	SNX12	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.204	0.01487934594
HCN1	ACTN4	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.212	0.01455032943
HCN1	LIN7C	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.209	0.01395288769
HCN1	TTYH3	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.207	0.01393653944
HCN1	DCTN5	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.244	0.01328689856
HCN1	CLTC	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.2205	0.01285029688
HCN1	ARF6	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.2185	0.0126354122
HCN1	HUWE1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.214	0.01234986651
HCN1	RAB3B	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.2205	0.01175643585
HCN1	RAB3A	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.218	0.01146418465
HCN1	ARPC5	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.231	0.01048876243
HCN1	TYRO3	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.226	0.01006136748
HCN1	RAB7A	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.221	0.01003749485
HCN1	CRABP1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.233	0.009416686181
HCN1	CRMP1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.226	0.009085263823
HCN1	EMD	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.2895	0.009047003996
HCN1	ADGRL1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.227	0.008813176356
HCN1	SLC25A25	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.242	0.00859303956
HCN1	PARP1	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.2685	0.008348474511
HCN1	RAPGEF4	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.2525	0.008200733239
HCN1	SRPK2	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.236	0.007261650849
HCN1	RAB3C	HCN1_wk7_1	wk7	iTRAQ	1.412	3.07e-07	0.249	0.006857868065
